distance-to-activities-coefficient;density-coefficient;distance-to-center-coefficient;distance-to-roads-coefficient;eval-density;spatial-autocorrelation-index;eval-speed;eval-density;eval-activities;eval-economic
0;0;0;1;0.42477049323542837;0.06012786114471908;1.1644478034362216;0.42477049323542837;17.04374195034897;0.07718190933556761
0;0;0;1;0.7547403073185224;0.14613068933876866;1.0476504714690882;0.7547403073185222;6.12581383232787;0.06859502718829155
0;0;0;1;0.47069123384135897;0.09378178529685299;1.2104214027025977;0.4706912338413589;12.952222033924153;0.06682340159373969
0;0;0;1;0.35014886389922195;0.06626504958892845;1.157527992753713;0.35014886389922195;20.85819102274396;0.07066073743269181
0;0;0;1;0.37260430595273464;0.07145632700189117;1.1591448771479622;0.37260430595273475;21.058177574973357;0.06677363024459845
0;0;0;1;0.4156306139037702;0.059598499308529396;1.1569320379761374;0.4156306139037701;18.014017552893733;0.0706101604434832
0;0;0;1;0.33959367018012526;0.06715869376733405;1.15900354131099;0.3395936701801253;22.1140047949334;0.07888200796300737
0;0;0;1;0.5646410944151333;0.13996443633610808;1.033706484321201;0.5646410944151333;4.977477762263131;0.06049077366411885
0;0;0;1;0.6825551460601649;0.9460889792426018;1.2191429694663822;0.6825551460601649;8.233864917115115;0.07674185199814232
0;0;0;1;0.5052932196677749;0.11888281892063111;1.2068916979538753;0.5052932196677749;12.689800973598564;0.06818531536479255
0;0;0;1;0.45665095710397374;0.42229147210828943;1.1785197614115435;0.45665095710397374;15.094529384260927;0.07338143984229985
0;0;0;1;0.4409806061164514;0.08268057558592522;1.1890869396096733;0.4409806061164514;14.506426251378397;0.06632106811350122
0;0;0;1;0.598120673870257;0.11856385524218323;1.2137510313663458;0.5981206738702568;7.596410670216152;0.0753525521896318
0;0;0;1;0.33492875345888734;0.06122231863689145;1.143395976416577;0.3349287534588873;23.769388628363476;0.0765252058744374
0;0;0;1;0.5807213622673272;0.13920704674409254;1.213202133036452;0.5807213622673272;8.252758166639415;0.07778094224036121
0;0;0;1;0.38832318352291373;0.08419374608881687;1.1697491310127948;0.3883231835229137;18.65247378817685;0.07436741692163898
